289,"2019-12-01 00:11:35.7530","2019-12-01 00:16:25.4640",472,"E 32 St & Park Ave",40.7457121,-73.98194829,505,"6 Ave & W 33 St",40.74901271,-73.98848395,16651,"Subscriber",1993,1
366,"2019-12-01 00:11:36.9820","2019-12-01 00:17:43.8870",3783,"Cliff St & Fulton St",40.70838,-74.00495,408,"Market St & Cherry St",40.71076228,-73.99400398,34264,"Subscriber",1996,1
1959,"2019-12-01 00:11:38.7740","2019-12-01 00:44:18.6390",3714,"Division Ave & Hooper St",40.70684203101325,-73.9544353965357,297,"E 15 St & 3 Ave",40.734232,-73.986923,38486,"Subscriber",1996,2
288,"2019-12-01 00:11:38.9520","2019-12-01 00:16:27.8310",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,40106,"Subscriber",1995,1
297,"2019-12-01 00:11:46.2880","2019-12-01 00:16:43.4930",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,33780,"Subscriber",1995,1
386,"2019-12-01 00:11:50.3890","2019-12-01 00:18:16.7700",533,"Broadway & W 38 St",40.75299641,-73.98721619,489,"10 Ave & W 28 St",40.75066386,-74.00176802,27622,"Subscriber",1990,1
453,"2019-12-01 00:11:53.6600","2019-12-01 00:19:26.8770",520,"W 52 St & 5 Ave",40.75992262,-73.97648516,3815,"E 51 St & 2 Ave",40.755293,-73.967641,27662,"Subscriber",1985,2
94,"2019-12-01 00:12:07.2160","2019-12-01 00:13:41.8090",3350,"W 100 St & Broadway",40.7973721,-73.97041192,3314,"W 95 St & Broadway",40.7937704,-73.971888,25621,"Subscriber",1968,1
903,"2019-12-01 00:12:23.1390","2019-12-01 00:27:26.5650",3140,"1 Ave & E 78 St",40.77140426,-73.9535166,3356,"Amsterdam Ave & W 66 St",40.7746671,-73.98470567,15289,"Subscriber",1996,2
705,"2019-12-01 00:12:28.5590","2019-12-01 00:24:14.1330",312,"Allen St & Stanton St",40.722055,-73.989111,250,"Lafayette St & Jersey St",40.72456089,-73.99565293,41736,"Customer",1969,0
576,"2019-12-01 00:12:33.8010","2019-12-01 00:22:10.3110",3538,"W 110 St & Amsterdam Ave",40.802692,-73.96295,3502,"Lexington Ave & E 111 St",40.7954121,-73.9441232,32949,"Customer",1969,0
341,"2019-12-01 00:12:43.0580","2019-12-01 00:18:24.8760",3101,"N 12 St & Bedford Ave",40.72079821,-73.95484712,3113,"Greenpoint Ave & Manhattan Ave",40.73026,-73.95394,28347,"Subscriber",1985,1
988,"2019-12-01 00:12:44.8190","2019-12-01 00:29:12.8930",3734,"E 58 St &  1 Ave (NW Corner)",40.759125,-73.962658,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,41733,"Subscriber",1976,1
620,"2019-12-01 00:12:48.8750","2019-12-01 00:23:09.2620",3537,"Carlton Ave & Dean St",40.6809741,-73.9710097,3648,"Flushing Ave & Vanderbilt Ave",40.697950315695444,-73.97077560424805,38368,"Subscriber",1978,1
352,"2019-12-01 00:12:54.0890","2019-12-01 00:18:46.6030",3156,"E 72 St & York Ave",40.76663814,-73.95348296,3154,"E 77 St & 3 Ave",40.77314236,-73.95856158,30034,"Subscriber",1993,1
1731,"2019-12-01 00:13:10.1580","2019-12-01 00:42:01.7840",342,"Columbia St & Rivington St",40.71739973,-73.98016555,346,"Bank St & Hudson St",40.73652889,-74.00618026,39383,"Subscriber",1960,1
1141,"2019-12-01 00:13:19.0440","2019-12-01 00:32:20.1760",453,"W 22 St & 8 Ave",40.74475148,-73.99915362,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,15528,"Customer",1989,1
493,"2019-12-01 00:13:20.6840","2019-12-01 00:21:34.0870",2002,"Wythe Ave & Metropolitan Ave",40.716887,-73.963198,3113,"Greenpoint Ave & Manhattan Ave",40.73026,-73.95394,34068,"Customer",1993,1
